,day,hour,relative_time,dns_name
0,2.0,10.0,0.0,e16.whatsapp.net
2,2.0,10.0,7.228816,edge-mqtt.facebook.com
4,2.0,10.0,56.491152,edge-mqtt.facebook.com
6,2.0,10.0,120.455276,2.android.pool.ntp.org
8,2.0,10.0,121.262392,e7.whatsapp.net
10,2.0,10.0,122.073042,android.clients.google.com
12,2.0,10.0,129.643134,zas-api.avg.com
14,2.0,10.0,130.673361,edge-mqtt.facebook.com
16,2.0,10.0,131.752593,12.152.220.66.in-addr.arpa
18,2.0,11.0,141.338082,settings.crashlytics.com
20,2.0,11.0,141.518289,track.appsflyer.com
22,2.0,11.0,142.497999,api.appsflyer.com
24,2.0,11.0,146.827357,graph.facebook.com
26,2.0,11.0,146.917218,developers.facebook.com
28,2.0,11.0,148.887457,m.facebook.com
30,2.0,11.0,160.076355,superpharm.api.moblin.com
32,2.0,11.0,160.527148,ws.moblin.com
34,2.0,11.0,168.888301,www.google.co.il
36,2.0,11.0,178.258638,api.facebook.com
38,2.0,11.0,268.790454,www.googleapis.com
40,2.0,11.0,280.730831,rdp42mms.wavesecure.com
42,2.0,11.0,301.010621,graph.facebook.com
44,2.0,11.0,301.730349,fbcdn-profile-a.akamaihd.net
46,2.0,11.0,396.914144,android.clients.google.com
48,2.0,11.0,476.057446,www.google.com
50,2.0,11.0,525.920841,www.googleapis.com
52,2.0,11.0,1171.940653,www.googleapis.com
54,2.0,11.0,1180.18404,android.clients.google.com
56,2.0,11.0,1180.184612,www.googleadservices.com
58,2.0,11.0,1181.337796,www.youtube.com
60,2.0,11.0,1187.783851,e12.whatsapp.net
62,2.0,11.0,1201.505378,mmi205.whatsapp.net
64,2.0,11.0,1300.458428,dtlabs.bgu.ac.il
66,2.0,11.0,1338.019699,mtalk.google.com
68,2.0,11.0,1340.552665,mmi214.whatsapp.net
70,2.0,11.0,1556.413002,www.google.com
72,2.0,11.0,1663.918326,snt407-m.hotmail.com
74,2.0,11.0,1697.85783,play.googleapis.com
76,2.0,11.0,1699.305957,android.clients.google.com
78,2.0,11.0,1787.131098,www.google.co.il
80,2.0,11.0,1787.219858,android.googleapis.com
82,2.0,11.0,1788.038861,id.google.co.il
84,2.0,11.0,1790.75271,www.google.com
86,2.0,11.0,1791.403645,www.googleadservices.com
88,2.0,11.0,1792.559746,accounts.google.com
90,2.0,11.0,1792.570911,translate.googleapis.com
92,2.0,11.0,1792.656573,www.googleapis.com
94,2.0,11.0,1793.185792,accounts.youtube.com
96,2.0,11.0,1797.074841,m.accuweather.com
98,2.0,11.0,1797.199737,www.bgu4u.co.il
100,2.0,11.0,1798.332456,tags.crwdcntrl.net
102,2.0,11.0,1798.402502,vortex.accuweather.com
104,2.0,11.0,1798.455091,b.scorecardresearch.com
106,2.0,11.0,1799.202594,www.cyberserve.co.il
108,2.0,11.0,1799.263158,www.google-analytics.com
110,2.0,11.0,1799.388943,ad.crwdcntrl.net
112,2.0,11.0,1799.429638,pagead2.googlesyndication.com
114,2.0,11.0,1799.571048,pjlgzgtghkpudh
116,2.0,11.0,1799.572625,cfzvnhojmt
118,2.0,11.0,1799.575074,cfzvnhojmt
120,2.0,11.0,1799.924631,googleads.g.doubleclick.net
122,2.0,11.0,1800.149694,stats.g.doubleclick.net
124,2.0,11.0,1801.464483,connect.facebook.net
126,2.0,11.0,1802.544587,www.tazman.co.il
128,2.0,11.0,1802.613748,www.facebook.com
130,2.0,11.0,1802.793791,lvb.avg.com
132,2.0,11.0,1803.614124,js-agent.newrelic.com
134,2.0,11.0,1803.627222,js-agent.newrelic.com
136,2.0,11.0,1804.65136,bam.nr-data.net
138,2.0,11.0,1804.65556,su.addthis.com
140,2.0,11.0,1804.65572,tags.bluekai.com
142,2.0,11.0,1804.656711,cm.g.doubleclick.net
144,2.0,11.0,1804.669121,idsync.rlcdn.com
146,2.0,11.0,1804.701616,lotame.nexac.com
148,2.0,11.0,1804.755556,adadvisor.net
150,2.0,11.0,1804.757452,loadm.exelator.com
152,2.0,11.0,1805.018576,csi.gstatic.com
